Batch,fecha_inicio,escalon_idx,fase_proceso,b6_masa_escoria_multioxido_kg,m_est_cao_kg,m_est_sio2_kg,m_est_al2o3_kg,m_est_mgo_kg
AP0331,2026-08-08 17:23:00,1,Fusión,66901.82266150662,66448.3017351318,67437.55957468785,67964.08723746434,60832.96114945304
AP0331,2026-08-08 17:51:00,2,Fusión,122963.41763692537,128685.97845963118,121547.06450588614,118804.5234195193,114487.15344379973
AP0331,2026-08-08 18:24:00,3,Fusión,170268.7852781646,175989.2651302743,169516.3945360414,165122.05338674324,157172.16081335174
AP0331,2026-08-08 19:02:00,4,Fusión,230868.51414596703,248693.49513966226,225387.35514991244,220532.88662137836,209074.2260153906
AP0331,2026-08-08 19:45:00,5,Fusión,268033.3243694314,296626.5653689051,258471.8780070475,253926.19274303745,234750.33777808174
AP0331,2026-08-08 20:33:00,6,Fusión,322008.9172464136,319625.82449652074,325492.0971205588,322659.6281204827,296393.71812588244
AP0331,2026-08-08 21:26:00,7,Fusión,421009.2728934471,419479.9705996442,426289.5753643475,405876.62323414,413932.52271778515
AP0331,2026-08-08 22:34:00,8,Reducción,350325.6340711118,323791.469203633,366347.9540339818,357436.27649147605,318386.6026266192
AP0331,2026-08-08 23:04:00,9,Reducción,357352.0361388122,334902.8896919053,370062.91387973557,368710.6837161236,324875.4277069665
AP0331,2026-08-08 23:29:00,10,Reducción,339461.8331607691,325136.06273594004,350313.9222989854,343797.35719364707,296376.00779999583
AP0331,2026-08-08 23:49:00,11,Reducción,329410.4847004687,330220.7091899755,329150.8688304392,337993.85641688027,303388.50320689986
AP0332,2026-08-09 01:07:00,1,Fusión,66160.26237148991,66359.82053181619,66543.752728702,66359.86266962616,60097.57462782611
AP0332,2026-08-09 01:35:00,2,Fusión,102860.04082785134,103883.44863809894,103143.30042739268,101924.7428969155,95914.46293816605
AP0332,2026-08-09 02:08:00,3,Fusión,133955.38701628736,135187.18934689334,134443.95180409253,133402.49322462504,122363.94089567127
AP0332,2026-08-09 02:46:00,4,Fusión,192397.96422902917,200820.672994436,190786.12047121348,184605.79407157347,179310.32663612044
AP0332,2026-08-09 03:29:00,5,Fusión,258750.0518255922,269935.14589511947,256446.20450762424,248587.91199442776,242669.68362170237
AP0332,2026-08-09 04:17:00,6,Fusión,322656.60848214943,338547.9606411064,318749.41043623973,305040.1031212763,315683.70622342464
AP0332,2026-08-09 05:10:00,7,Fusión,416696.1583328763,387499.88670036144,431526.8190065322,424426.0547726945,412915.8028848663
AP0332,2026-08-09 06:35:00,8,Reducción,351052.5487085257,348815.3839712762,350945.3892497716,363971.74232544634,330338.8400332672
AP0332,2026-08-09 07:05:00,9,Reducción,351425.6234107522,336738.1604288627,358391.34210485575,365041.7335284661,328002.8645638711
AP0332,2026-08-09 07:30:00,10,Reducción,347499.3456556051,330908.58440555644,356363.8026012136,360151.2742018148,317553.3914443983
AP0332,2026-08-09 07:50:00,11,Reducción,352006.53957450297,331696.5021356202,362134.7840398337,365779.7235964858,328149.3794472269
AP0333,2026-08-09 09:05:00,1,Fusión,63028.58104497412,61948.442475330245,63748.54279972324,64600.96063280239,57412.150975179335
AP0333,2026-08-09 09:33:00,2,Fusión,118783.17278746668,124486.31558995313,117738.40583575502,114013.32978340011,107996.61585779596
AP0333,2026-08-09 10:06:00,3,Fusión,180110.1153754938,165147.25107898712,185950.24058061413,182623.09478219927,201757.23881980762
AP0333,2026-08-09 10:44:00,4,Fusión,225322.7322044397,247270.97521324368,217361.51793417055,215794.76329798397,203070.73003144874
AP0333,2026-08-09 11:27:00,5,Fusión,272941.5331065797,283955.7919648471,270876.1990357966,267746.3752019316,241481.56576401988
AP0333,2026-08-09 12:15:00,6,Fusión,,,,,
AP0333,2026-08-09 13:08:00,7,Fusión,449404.587739926,443245.9765761243,453031.948451566,448452.3990161051,450236.8682838563
AP0333,2026-08-09 14:36:00,8,Reducción,360456.9032548279,348973.17170435586,367479.0715848875,369520.3889386887,329029.7837672248
AP0333,2026-08-09 15:06:00,9,Reducción,348328.4418561931,339567.9351349635,355783.15586154425,354970.04091640556,301802.5669704974
AP0333,2026-08-09 15:31:00,10,Reducción,359471.12326154107,344056.412506752,368558.1878924315,370667.5002593057,323744.63347528834
AP0333,2026-08-09 15:51:00,11,Reducción,344434.9390111435,340320.6081273997,347503.6300500946,354917.0426236144,306935.9854559994
AP0334,2026-08-09 17:00:00,1,Fusión,70224.34199068547,74765.50192025409,69229.19971771503,67082.98018959035,61625.23380026165
AP0334,2026-08-09 17:28:00,2,Fusión,130318.62563135821,141896.30720244028,126971.67172774843,121261.0008221379,120306.56143337098
AP0334,2026-08-09 18:01:00,3,Fusión,179166.24133449647,194338.26329146343,174374.21021572908,168519.96729653553,167158.87775075977
AP0334,2026-08-09 18:39:00,4,Fusión,231795.37756994783,261779.01634118243,223140.1225924071,206078.02269977613,212004.2318617718
AP0334,2026-08-09 19:22:00,5,Fusión,289446.3986669683,334230.188003705,273620.94999834406,255680.2341488706,279180.93529179215
AP0334,2026-08-09 20:10:00,6,Fusión,369514.36188639514,395560.3936748286,360017.4970390073,340032.9597070397,394140.1675667591
AP0334,2026-08-09 21:03:00,7,Fusión,427804.12133356166,428049.1968354111,430035.5745142515,425362.5145341525,408260.7163265845
AP0334,2026-08-09 22:32:00,8,Reducción,350988.40057878476,332634.2529766847,362325.05879934493,361465.9620589525,310634.6165296647
AP0334,2026-08-09 23:02:00,9,Reducción,357070.8926119595,339927.7290020788,369474.78954664717,359904.9261145586,318522.2728366305
AP0334,2026-08-09 23:27:00,10,Reducción,352750.23743601755,333862.0231240535,365410.67093240435,357161.23302533483,317877.32806672354
AP0334,2026-08-09 23:47:00,11,Reducción,,,,,
AP0335,2026-08-10 00:59:00,1,Fusión,64944.68728142185,65511.53556259279,65658.23825566148,62932.81351636345,59062.079602158716
AP0335,2026-08-10 01:27:00,2,Fusión,121274.81673470193,128097.66199442606,119553.43892284727,114874.20691825246,115537.92570550431
AP0335,2026-08-10 02:00:00,3,Fusión,170806.96338913668,175034.60559149823,170483.4822908681,165210.5856345087,163523.9278124388
AP0335,2026-08-10 02:38:00,4,Fusión,208302.60762011862,212664.6742331259,208171.06248792834,204352.06820362664,193475.02447008123
AP0335,2026-08-10 03:21:00,5,Fusión,236722.7334267057,241672.92775135426,236523.48767008903,230810.9673458497,224419.43308465937
AP0335,2026-08-10 04:09:00,6,Fusión,309144.4247750681,293418.7074990889,317650.60692191694,310686.55135479313,308633.33784126973
AP0335,2026-08-10 05:02:00,7,Fusión,401851.08744322014,402192.60136170586,406925.4935774598,394118.81649103505,364812.8654949787
AP0335,2026-08-10 06:38:00,8,Reducción,354256.58592424955,338323.23398977256,364774.4670621586,361787.3251842836,316055.96937120054
AP0335,2026-08-10 07:08:00,9,Reducción,337663.4712534779,322933.5066705584,349827.12668853125,339673.56890847546,288990.41824336024
AP0335,2026-08-10 07:33:00,10,Reducción,323310.88047167624,311915.1351288389,333935.05845181586,322942.81195900386,277510.2793980599
AP0335,2026-08-10 07:53:00,11,Reducción,,,,,
AP0336,2026-08-10 09:55:00,1,Fusión,67207.45222104643,67683.85623331156,68184.81500713073,65622.40672138182,57773.2447980768
AP0336,2026-08-10 10:42:00,2,Fusión,123648.54956140803,124996.96385989539,124800.98766841575,119949.95553344542,112689.96464011652
AP0336,2026-08-10 11:34:00,3,Fusión,173834.98253858252,183452.04885775113,172236.34980675645,165289.3205448918,155228.85393543146
AP0336,2026-08-10 12:31:00,4,Fusión,214363.30849358623,210929.6554547153,218079.11268674835,214289.14444081203,194742.9379868784
AP0336,2026-08-10 13:33:00,5,Fusión,271949.02577360737,269346.8447990928,275505.08902842435,269514.5350885882,255463.31704696539
AP0336,2026-08-10 14:40:00,6,Fusión,326456.39525145077,326577.35124850244,331003.3437616446,314537.1486474257,308287.78850112634
AP0336,2026-08-10 15:52:00,7,Fusión,378147.90359870804,377884.6928534258,384456.0596209352,360783.7847573934,357936.0117356288
AP0336,2026-08-10 17:10:00,8,Reducción,357078.89245505386,343757.16133885476,364887.07307082013,365588.0916660281,329945.4850589656
AP0336,2026-08-10 17:40:00,9,Reducción,336749.09798979864,330517.51169307966,344204.5625156861,336588.4114734361,293304.3690465488
AP0336,2026-08-10 18:05:00,10,Reducción,341524.2886500742,333860.1852679761,348881.9150566135,344871.7945311619,298374.9028236176
AP0336,2026-08-10 18:25:00,11,Reducción,335262.4061600484,332152.3511890125,340944.30935637717,332621.25933121034,298904.510961031
AP0337,2026-08-10 19:29:00,1,Fusión,67723.75445931708,69622.99252084739,67447.96396156398,66782.61716875179,61532.1256902458
AP0337,2026-08-10 19:57:00,2,Fusión,113587.9324480617,118373.3147183426,112329.1321190371,111606.21875777679,103170.72383209309
AP0337,2026-08-10 20:30:00,3,Fusión,173287.63951647034,170938.968444415,174790.0650834958,174133.4737972765,168923.67663651548
AP0337,2026-08-10 21:08:00,4,Fusión,228792.02721024913,230686.9789219298,228900.90266415518,225917.76401083326,223722.91618944347
AP0337,2026-08-10 21:51:00,5,Fusión,268865.6424910638,278171.026130316,265196.7146440195,265130.4421101367,261848.4163265828
AP0337,2026-08-10 22:39:00,6,Fusión,316523.36090274097,319114.7076469109,315417.5964790308,318836.65271751373,306187.9045296451
AP0337,2026-08-10 23:32:00,7,Fusión,407787.363036385,401692.1813017339,412005.8872668748,410492.4171354219,391495.71826407517
AP0337,2026-08-11 00:48:00,8,Reducción,354784.81530758593,333187.1574779806,367140.34239744826,362717.3194104756,330451.8087916763
AP0337,2026-08-11 01:18:00,9,Reducción,361218.15352986124,338348.5218439709,372848.9395373069,375995.1885785427,333875.0763487191
AP0337,2026-08-11 01:43:00,10,Reducción,352580.99745480827,337285.8496737826,359064.8594975678,370194.3541768254,327206.76860550884
AP0337,2026-08-11 02:03:00,11,Reducción,345786.761836568,325768.030679786,357580.9490218764,355113.51908126473,313949.64827220497
AP0338,2026-08-11 03:26:00,1,Fusión,74296.48920474284,76798.6134332521,73605.49970294222,73362.93611311223,68929.0769399851
AP0338,2026-08-11 03:54:00,2,Fusión,127379.96726796741,129114.79891230894,124572.4501838078,124375.62573872421,156077.29689605976
AP0338,2026-08-11 04:27:00,3,Fusión,178338.83958712753,183163.04999619868,176552.19641035222,176140.041968272,174146.88654697873
AP0338,2026-08-11 05:05:00,4,Fusión,229434.685353367,240568.03095724504,226743.86624267016,222511.63757494147,208979.9537213877
AP0338,2026-08-11 05:48:00,5,Fusión,275038.77277354395,272527.430586169,277712.72901174554,276307.5340845797,257499.6996006302
AP0338,2026-08-11 06:36:00,6,Fusión,337002.6100661786,373741.5655525907,325990.1846742776,305746.17180219217,316567.86003052106
AP0338,2026-08-11 07:29:00,7,Fusión,428702.00407370314,488210.1951801965,411038.5477998984,383152.32722937537,379563.3150457481
AP0338,2026-08-11 08:48:00,8,Reducción,355036.30785466527,338177.52951768285,368251.7864852041,358716.16188379587,303343.20426279
AP0338,2026-08-11 09:18:00,9,Reducción,344832.9163428788,336246.06277846504,352477.3792758841,347573.2070893205,305950.35534695507
AP0338,2026-08-11 09:43:00,10,Reducción,336921.5915362074,324803.8875769736,345062.9109949547,350338.532273377,284928.8563587542
AP0338,2026-08-11 10:03:00,11,Reducción,330636.1074987303,315527.65476562246,340083.0681610992,345855.6422939153,277821.22195659525
AP0339,2026-08-11 11:30:00,1,Fusión,60004.30834210702,58011.097317481996,61889.19610048995,59929.52841834929,51726.40194108542
AP0339,2026-08-11 11:58:00,2,Fusión,105971.62392733611,110266.43470833925,105252.25922840102,104161.74820882524,92149.43019676457
AP0339,2026-08-11 12:31:00,3,Fusión,156230.51748052804,162407.9015673099,155061.6979472755,151358.68457571825,144141.61982097448
AP0339,2026-08-11 13:09:00,4,Fusión,218280.98184569413,226779.25443884337,216135.173774241,211067.03406476707,209047.83387945432
AP0339,2026-08-11 13:52:00,5,Fusión,271173.7040095824,283587.3442344745,268223.3662659575,259299.79101970888,259353.07472726644
AP0339,2026-08-11 14:40:00,6,Fusión,320711.6527582479,327842.65101788257,320429.1768000334,312912.9585840284,300944.57476630167
AP0339,2026-08-11 15:33:00,7,Fusión,400151.93794669263,390030.31889097835,408489.77653639123,395979.01994381275,382360.84494514304
AP0339,2026-08-11 16:55:00,8,Reducción,339953.1949645388,298391.42738920636,363097.0486666443,353357.10665166687,305327.22426717053
AP0339,2026-08-11 17:25:00,9,Reducción,334205.00785454287,316782.31521436,346607.83026025014,342333.79599969625,282707.731944623
AP0339,2026-08-11 17:50:00,10,Reducción,335289.35166562756,320626.35625076387,347685.84200726036,334065.5250981013,292593.80967795517
AP0339,2026-08-11 18:10:00,11,Reducción,330901.01356488426,334960.0206216037,327379.18036885414,345173.46049145906,305018.0135091248
AP0340,2026-08-11 19:15:00,1,Fusión,63385.92316863623,58703.55352004373,66291.54993341728,64274.59439603792,57897.460454211825
AP0340,2026-08-11 19:43:00,2,Fusión,109624.9825183257,97727.96823391394,115692.53689786929,112225.40694690753,109340.64972157656
AP0340,2026-08-11 20:16:00,3,Fusión,152366.98135471356,153817.68779875155,152387.6813406379,151410.26620342614,145727.60832278163
AP0340,2026-08-11 20:54:00,4,Fusión,223377.1323539962,241463.01984245036,215730.89557055733,215277.2678390288,217798.1456864984
AP0340,2026-08-11 21:37:00,5,Fusión,277464.3887472466,263901.10196785285,283422.5328634986,280511.16307812196,287570.06779655936
AP0340,2026-08-11 22:25:00,6,Fusión,347806.6660129155,333774.4948493232,354132.31704713183,349011.6780915019,361875.4685202245
AP0340,2026-08-11 23:18:00,7,Fusión,419738.45475874736,401355.90166686097,430118.5986080419,416713.67288109096,427696.65180658706
AP0340,2026-08-12 00:30:00,8,Reducción,385687.9848041381,362123.6133442454,399002.6685249332,383666.54208752984,390639.49485465424
AP0340,2026-08-12 01:00:00,9,Reducción,365384.3799151701,343881.7229077999,375363.63291733345,378576.8764654518,352249.573547524
AP0340,2026-08-12 01:25:00,10,Reducción,360085.57438814855,336301.0174595033,372044.8254939468,373854.8087159525,337610.6142171896
AP0340,2026-08-12 01:45:00,11,Reducción,342911.75192458666,322793.3710302446,355185.21633038844,348170.9464837541,317670.932007629
AP0341,2026-08-12 03:23:00,1,Fusión,69873.79746485519,72359.18589290128,69158.16000641516,68790.15348010126,65301.76928543965
AP0341,2026-08-12 03:51:00,2,Fusión,112647.89312424335,113912.94095852699,112753.26197338384,111134.671732318,107773.97192486882
AP0341,2026-08-12 04:24:00,3,Fusión,170987.75929438707,178200.60788174602,168648.85843509482,166132.3915867575,165382.37547005617
AP0341,2026-08-12 05:02:00,4,Fusión,220741.81281055603,231239.2235177442,217851.57347636556,213189.44533257975,208225.56482045766
AP0341,2026-08-12 05:45:00,5,Fusión,270207.7495777215,277546.1139452993,269285.1219760956,261213.96478862828,259577.12560146343
AP0341,2026-08-12 06:33:00,6,Fusión,323851.02330037643,332516.2441470651,324003.0812073501,306654.07959404256,315773.1487820153
AP0341,2026-08-12 07:26:00,7,Fusión,350535.8125807682,337527.06812630943,362449.1223479659,336735.27829442994,337805.17435876577
AP0341,2026-08-12 08:24:00,8,Reducción,339843.4991265451,323641.1944573476,351055.831963447,341168.44913083024,312846.01066488115
AP0341,2026-08-12 08:54:00,9,Reducción,317176.3029891527,311287.6061447964,322304.22010099783,328507.1068424904,265529.3463199401
AP0341,2026-08-12 09:19:00,10,Reducción,312725.29919348296,305800.7489946776,317909.83068487444,325183.8079622691,263790.86367392755
AP0341,2026-08-12 09:39:00,11,Reducción,,,,,
AP0342,2026-08-12 11:07:00,1,Fusión,62820.76831196381,61632.59164208555,64098.034040717816,61858.098729253215,58729.11324229903
AP0342,2026-08-12 11:35:00,2,Fusión,110609.61384189698,116909.71815502724,109125.80390286719,105977.3523340502,100588.13206251588
AP0342,2026-08-12 12:08:00,3,Fusión,159945.97952910926,171357.9024803555,156627.48531200923,152589.07509808984,145929.46469331824
AP0342,2026-08-12 12:46:00,4,Fusión,213250.53635193268,226476.13423490236,210084.30894695336,202368.67876186836,195998.23627776426
AP0342,2026-08-12 13:29:00,5,Fusión,263042.77724821976,266522.44327638927,265101.37185153144,254440.0146263166,242318.15404064956
AP0342,2026-08-12 14:17:00,6,Fusión,335994.0936332371,336845.0688887678,337631.86968519946,328186.1908279359,334166.6055013144
AP0342,2026-08-12 15:10:00,7,Fusión,389165.0345472339,390253.41721789335,393844.09340786515,370505.16055267275,382206.08327793435
AP0342,2026-08-12 16:14:00,8,Reducción,335604.6941259557,313078.0115325967,350516.11137687915,340393.62438264256,297411.4623889456
AP0342,2026-08-12 16:44:00,9,Reducción,327318.4281935078,317844.19446958526,334876.20636189263,330929.7810165194,292525.54036649264
AP0342,2026-08-12 17:09:00,10,Reducción,335804.96045108134,314178.138238513,348269.23236442474,344347.9870332021,308750.0597365927
AP0342,2026-08-12 17:29:00,11,Reducción,320055.0018390575,303542.2086764187,332758.92215631675,322312.20187957527,275835.28880123066
AP0343,2026-08-12 18:36:00,1,Fusión,66301.99106230233,67847.29210357968,66239.37726955173,65353.78791305608,59973.46599945417
AP0343,2026-08-12 19:04:00,2,Fusión,113919.51115054404,120726.96663832212,111697.28615374207,109732.52884313336,107694.8096147604
AP0343,2026-08-12 19:37:00,3,Fusión,159340.88456207284,166790.4480033079,156874.5505523119,156135.37074173917,149089.02933040206
AP0343,2026-08-12 20:15:00,4,Fusión,210069.67417533605,205184.63471986706,213526.91647591224,211439.75113273092,198381.59810618535
AP0343,2026-08-12 20:58:00,5,Fusión,285887.3548498374,291513.0383111483,283484.6342248163,282238.87811230775,287558.38665445993
AP0343,2026-08-12 21:46:00,6,Fusión,337227.733541138,334589.5634335974,340825.4411802678,328897.2616798614,336881.96700426
AP0343,2026-08-12 22:39:00,7,Fusión,409225.01242420735,406347.88853169966,412835.77603919496,400102.22575056733,412428.51512373984
AP0343,2026-08-12 23:43:00,8,Reducción,374024.91510476184,362924.2405626117,380532.059311865,376730.5907159464,363586.76310542924
AP0343,2026-08-13 00:13:00,9,Reducción,337927.8586944472,336724.8848232471,342726.4475622054,333811.8477655636,303562.1549945889
AP0343,2026-08-13 00:38:00,10,Reducción,344214.0100566,335050.12155596266,350249.51646000135,349322.7781645872,320236.1084033815
AP0343,2026-08-13 00:58:00,11,Reducción,339071.37990455935,331692.8174622081,345585.9309746091,340887.08216651995,307759.8769965886
AP0344,2026-08-13 02:02:00,1,Fusión,,,,,
AP0344,2026-08-13 02:30:00,2,Fusión,115240.0569292748,125985.84513204944,111218.67953897732,109761.25468319925,107979.74679322603
AP0344,2026-08-13 03:03:00,3,Fusión,172279.4740312267,185600.39796249615,166274.5627043208,166626.9986147412,171446.25702776262
AP0344,2026-08-13 03:41:00,4,Fusión,230609.09652519418,238689.25972572595,227170.33256841797,226908.50585218152,228595.9834666413
AP0344,2026-08-13 04:24:00,5,Fusión,292246.58606348815,304378.1791964521,286557.8217554395,288260.87176724867,290704.0498947801
AP0344,2026-08-13 05:12:00,6,Fusión,310718.31345000886,321821.36476421764,308549.326791523,298534.15246911644,299268.98611074645
AP0344,2026-08-13 06:05:00,7,Fusión,410835.9923675317,409194.3507729838,416000.77051453595,404155.6737824843,382266.2689918722
AP0344,2026-08-13 07:33:00,8,Reducción,343196.98670181964,341676.2327684883,349037.7995869824,333869.41464743606,313713.7002121747
AP0344,2026-08-13 08:03:00,9,Reducción,368079.6939716291,344690.2222596517,378910.1086894854,379724.4030004909,361579.5368929118
AP0344,2026-08-13 08:28:00,10,Reducción,332645.1553041488,331262.51070224884,334959.94448326493,341499.8886685045,290970.3227304115
AP0344,2026-08-13 08:48:00,11,Reducción,328298.6649971506,319900.3156346857,333085.88203975273,344369.0567988612,282957.0708122236
AP0345,2026-08-13 10:26:00,1,Fusión,64287.6219189396,62629.571777515295,65283.87191760267,64810.89789479953,62127.44649586305
AP0345,2026-08-13 10:54:00,2,Fusión,111734.51187142874,118997.76990900162,109537.1947948857,108094.64779244915,100864.51687313049
AP0345,2026-08-13 11:27:00,3,Fusión,164655.84008513408,184761.00371290685,157313.130312306,154685.81001287422,148278.75953258807
AP0345,2026-08-13 12:05:00,4,Fusión,212554.74291060498,230437.59022998155,206737.42630778396,204188.05393245455,188664.601024041
AP0345,2026-08-13 12:48:00,5,Fusión,253511.9345247692,271743.0796072987,247333.06238004912,247622.69622456323,224580.40797864366
AP0345,2026-08-13 13:36:00,6,Fusión,324101.347569705,348632.12569594046,315273.36758197745,315514.30891705386,292725.5359572906
AP0345,2026-08-13 14:29:00,7,Fusión,402660.9705030211,427229.687442323,395608.3790937458,386532.8295014052,372269.00807326497
AP0345,2026-08-13 15:39:00,8,Reducción,353941.7464360132,353285.2762605994,356692.3000605659,358850.0323558004,313848.85053791
AP0345,2026-08-13 16:09:00,9,Reducción,341158.4685832193,342742.21995814494,344876.731089069,339823.926079335,293653.05715794815
AP0345,2026-08-13 16:34:00,10,Reducción,342513.2911552139,345847.11654568894,344683.42401223537,340866.91334553447,302137.5668580593
AP0345,2026-08-13 16:54:00,11,Reducción,329248.3303244093,332445.61163895275,329426.32196193945,340696.04281228286,275488.43589186255
AP0346,2026-08-13 18:09:00,1,Fusión,58486.84618020181,59885.87641393202,57980.87458533355,59445.30706920778,52702.42247068524
AP0346,2026-08-13 18:37:00,2,Fusión,102388.75426924393,108321.01649949743,99814.4788889378,100786.3023380621,98366.43047573305
AP0346,2026-08-13 19:10:00,3,Fusión,151068.4408683846,161447.26058075263,147037.31807223253,147429.74198881956,141098.5678443442
AP0346,2026-08-13 19:48:00,4,Fusión,197559.93324356704,212287.53055703331,192473.78798821793,192405.35376373888,176343.4514266932
AP0346,2026-08-13 20:31:00,5,Fusión,248562.73337874157,260286.92177824458,245263.17276124057,242247.15936662056,229491.60166552803
AP0346,2026-08-13 21:19:00,6,Fusión,327946.59663685685,336182.20760577015,325654.081567265,318886.6079963437,327113.05285581574
AP0346,2026-08-13 22:12:00,7,Fusión,404890.9809255505,424320.0390488738,399935.7338399754,382885.9143940386,399642.8534153704
AP0346,2026-08-13 23:26:00,8,Reducción,383450.515314738,374012.4870648237,386916.43222084554,394572.83494795917,373032.6717165584
AP0346,2026-08-13 23:56:00,9,Reducción,345347.2486226002,347539.7393684588,348558.69338033866,344471.5030571295,298394.08850130846
AP0346,2026-08-14 00:21:00,10,Reducción,360057.25174620317,353054.00858179876,364421.5493130533,366367.3040175765,337807.4033604689
AP0346,2026-08-14 00:41:00,11,Reducción,349297.9066535658,346197.5082905427,353158.32160505536,354188.97808845376,312195.58742010937
AP0347,2026-08-14 01:58:00,1,Fusión,63248.784733765686,65492.196642867195,62420.11601553713,63678.655761254675,57240.804316951384
AP0347,2026-08-14 02:26:00,2,Fusión,116102.19686568153,122953.22985577157,113818.41590029653,112654.2228240826,108236.29040856026
AP0347,2026-08-14 02:59:00,3,Fusión,168696.65977127827,178455.75309348566,165107.4469865377,162802.33096910338,163955.6041217525
AP0347,2026-08-14 03:37:00,4,Fusión,215790.42281451132,218657.2738502534,215922.0761351641,212859.71884186348,204550.63353566919
AP0347,2026-08-14 04:20:00,5,Fusión,265677.52617686446,273917.66347248,263472.49866951775,264131.59759320045,242971.2197821868
AP0347,2026-08-14 05:08:00,6,Fusión,345349.19119835703,363974.793417914,337089.1627015563,339171.05085648416,337878.7726846704
AP0347,2026-08-14 06:01:00,7,Fusión,424335.3175396945,450965.4531126801,413250.1184049791,415429.86245118536,405803.22472900915
AP0347,2026-08-14 07:03:00,8,Reducción,362006.70252784604,367960.3783531507,360820.0660066021,361962.7378667569,338103.202914316
AP0347,2026-08-14 07:33:00,9,Reducción,344121.98358250235,350315.61937122536,345643.4087486441,335974.47089101374,311139.0155333208
AP0347,2026-08-14 07:58:00,10,Reducción,358449.8266710193,355001.05461944797,360806.9754770972,364825.01744311553,336105.24644776207
AP0347,2026-08-14 08:18:00,11,Reducción,342045.19735376775,345228.80996879435,343750.83271942404,339064.4830628053,311475.87636634195
AP0348,2026-08-14 09:50:00,1,Fusión,60017.561260432674,66264.68937508125,57895.047015553915,57664.959138842016,51091.508046950396
AP0348,2026-08-14 10:18:00,2,Fusión,108377.27572020188,123053.54056212155,102665.9999423292,102350.23848763814,96851.01030279972
AP0348,2026-08-14 10:51:00,3,Fusión,167716.72607943794,189169.40637476603,157577.7093830756,161802.51279028683,162721.5855519717
AP0348,2026-08-14 11:29:00,4,Fusión,200596.56586215473,216043.27285386433,194372.23606350264,195922.44331146567,186197.54090090777
AP0348,2026-08-14 12:12:00,5,Fusión,249080.1260587692,255155.96373264128,247132.50948863514,247630.52257926998,236773.00104161122
AP0348,2026-08-14 13:00:00,6,Fusión,297176.2825524092,317495.0455334122,291334.76479784166,283282.5285538576,273683.5278567565
AP0348,2026-08-14 13:53:00,7,Fusión,356350.0256990775,363250.0972496606,357406.07847145083,342953.3758762819,338703.5749893287
AP0348,2026-08-14 14:56:00,8,Reducción,331986.4232395428,318798.5336020532,339670.4001863214,342606.72868451825,299532.3633847136
AP0348,2026-08-14 15:26:00,9,Reducción,323514.14941919874,322846.4771358794,324577.78949909913,332580.0872509905,290685.71743607393
AP0348,2026-08-14 15:51:00,10,Reducción,311214.9825921447,310734.4183700831,311466.64941813564,329293.5091286967,261204.08164526304
AP0348,2026-08-14 16:11:00,11,Reducción,303679.0290890238,306998.54518272274,303064.62591071555,316699.85242223373,253589.80178124807
AP0349,2026-08-14 17:40:00,1,Fusión,60042.40768923484,63096.023952148804,58793.53395781953,60622.235613672754,53223.0477160873
AP0349,2026-08-14 18:08:00,2,Fusión,102204.06360032731,110937.65366326716,99042.11313866664,100247.90896187002,88185.67149889744
AP0349,2026-08-14 18:41:00,3,Fusión,150954.21664183948,163707.48601454758,146442.9087608846,146833.0466886063,132819.62049867076
AP0349,2026-08-14 19:19:00,4,Fusión,200973.78142412548,224066.10443976667,192016.02669205182,192476.03899069296,179782.21080338725
AP0349,2026-08-14 20:02:00,5,Fusión,260447.010507186,287372.60489054193,251341.4370376602,243373.8453989693,240760.54279543288
AP0349,2026-08-14 20:50:00,6,Fusión,322803.03002146835,342922.98098096077,316976.25971155707,309041.5381015384,300021.5953012385
AP0349,2026-08-14 21:43:00,7,Fusión,396250.10546830343,399017.1860910542,398865.35540481855,381210.8951991093,391673.10302926064
AP0349,2026-08-14 22:49:00,8,Reducción,337567.6846846078,318437.24788115005,349829.20721562376,341630.8151129695,309607.30206059007
AP0349,2026-08-14 23:19:00,9,Reducción,330036.6244931529,324023.189071906,336709.95219036075,331180.5195332768,290295.02412884677
AP0349,2026-08-14 23:44:00,10,Reducción,318097.989483037,311575.0071298419,322078.3553138999,337717.1280608259,260142.7350203917
AP0349,2026-08-15 00:04:00,11,Reducción,,,,,
AP0350,2026-08-15 01:16:00,1,Fusión,57459.89110760177,58653.394884955866,57202.646062083535,58039.445855424674,51248.896483166376
AP0350,2026-08-15 01:44:00,2,Fusión,114361.33942978931,121695.65750740493,112055.16799887299,111284.86867934771,102691.73053943279
AP0350,2026-08-15 02:17:00,3,Fusión,170589.20960880994,173613.82465671664,170567.98512876048,167210.4762508915,161306.5635541593
AP0350,2026-08-15 02:55:00,4,Fusión,216662.48757637048,215106.60534840456,219636.93035165028,213483.8779294793,202166.8585727459
AP0350,2026-08-15 03:38:00,5,Fusión,276798.73104032996,290443.01084209245,274576.4172368765,263265.12421152985,253807.71017546314
AP0350,2026-08-15 04:26:00,6,Fusión,339058.63475559605,343467.6856863785,342748.94809651293,321668.41642116767,318804.74691254034
AP0350,2026-08-15 05:19:00,7,Fusión,387158.4527931565,391967.25465250877,393537.56090231444,362930.567883533,353524.1424860687
AP0350,2026-08-15 06:30:00,8,Reducción,353370.99283829477,324660.32629441324,370728.3278660085,359986.86366244167,321575.96169588156
AP0350,2026-08-15 07:00:00,9,Reducción,339193.24275556835,330705.87042375474,345971.88256670005,344987.99766116985,300824.5583012681
